Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Age_Group,Attrition_Flag_Original,Attrition_Flag_Existing Customer
53,M,3,High School,Married,$60K - $80K,Blue,47,5,2,2,1438.3,0,1438.3,0.776,2184.0,53,0.828,0.0,Middle-aged,Existing Customer,1
45,F,4,Uneducated,Divorced,Unknown,Blue,36,4,3,3,15875.0,1719,14156.0,0.86,1592.0,37,1.467,0.108,Middle-aged,Existing Customer,1
52,F,1,High School,Married,Less than $40K,Blue,45,6,3,3,6703.0,893,5810.0,0.567,1388.0,28,0.75,0.133,Middle-aged,Existing Customer,1
53,M,2,Unknown,Married,$80K - $120K,Blue,36,2,2,1,3212.0,0,3212.0,0.713,757.0,20,0.25,0.0,Middle-aged,Attrited Customer,0
50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,23836.25,1260,33256.0,0.588,1504.0,34,0.789,0.037,Middle-aged,Existing Customer,1
41,F,3,High School,Married,$40K - $60K,Blue,36,4,1,2,9797.0,1434,8363.0,0.644,1503.0,34,0.478,0.146,Middle-aged,Existing Customer,1
45,F,5,Graduate,Divorced,$40K - $60K,Blue,36,5,2,2,10400.0,1777,8623.0,0.791,1105.0,28,0.867,0.171,Middle-aged,Existing Customer,1
53,M,3,Uneducated,Married,$80K - $120K,Blue,42,2,1,2,23836.25,1836,24956.0,1.432,2398.0,47,0.88,0.069,Middle-aged,Existing Customer,1
67,F,1,Graduate,Married,Less than $40K,Blue,56,4,3,2,3006.0,2517,489.0,2.053,1661.0,32,1.0,0.837,Older,Existing Customer,1
57,F,2,Uneducated,Single,$40K - $60K,Silver,36,6,3,0,19482.0,1072,18410.0,0.706,1421.0,22,1.444,0.055,Older,Existing Customer,1
59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,3356.0,985,2371.0,0.35,999.0,28,0.556,0.294,Older,Existing Customer,1
45,M,2,Uneducated,Married,$40K - $60K,Blue,34,3,2,1,5771.0,2248,3523.0,1.791,1387.0,18,0.8,0.39,Middle-aged,Existing Customer,1
51,M,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,11106.0,2107,8999.0,0.948,1243.0,24,1.0,0.19,Middle-aged,Existing Customer,1
59,F,1,Uneducated,Married,Less than $40K,Blue,54,5,3,0,2890.0,2001,889.0,1.334,1860.0,36,1.0,0.692,Older,Existing Customer,1
53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,3380.0,1701,1679.0,0.747,1502.0,25,1.273,0.503,Middle-aged,Existing Customer,1
47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,21331.0,1251,20080.0,0.949,1460.0,50,1.083,0.059,Middle-aged,Existing Customer,1
49,F,3,Uneducated,Single,Unknown,Blue,38,6,2,1,12860.0,0,12860.0,0.646,1348.0,27,0.286,0.0,Middle-aged,Existing Customer,1
49,M,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,1,0,6278.0,462,5816.0,1.161,1087.0,33,0.941,0.074,Middle-aged,Existing Customer,1
60,F,0,College,Single,Less than $40K,Blue,55,5,1,3,1438.3,738,700.3,0.782,1226.0,33,0.571,0.513,Older,Existing Customer,1
50,F,2,High School,Married,Less than $40K,Blue,36,5,1,2,9355.0,1626,7729.0,0.701,1230.0,28,0.867,0.174,Middle-aged,Existing Customer,1
41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,20758.0,0,20758.0,0.688,1555.0,32,0.684,0.0,Middle-aged,Existing Customer,1
57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,14612.0,1976,12636.0,1.768,1827.0,24,3.0,0.135,Older,Existing Customer,1
43,M,4,Graduate,Unknown,$80K - $120K,Blue,27,5,2,0,23836.25,0,27259.0,0.731,1376.0,35,0.591,0.0,Middle-aged,Existing Customer,1
57,F,3,Graduate,Married,Less than $40K,Blue,47,4,2,3,6347.0,1594,4753.0,0.896,1771.0,37,0.762,0.251,Older,Existing Customer,1
54,M,3,Doctorate,Married,$120K +,Blue,41,3,3,0,21592.0,1676,19916.0,1.097,1873.0,52,0.529,0.078,Middle-aged,Existing Customer,1
51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,3449.0,1598,1851.0,0.971,1679.0,42,0.556,0.463,Middle-aged,Existing Customer,1
47,F,3,High School,Married,Less than $40K,Blue,34,2,1,2,6028.0,799,5229.0,0.819,1002.0,22,0.571,0.133,Middle-aged,Existing Customer,1
41,M,0,High School,Unknown,$120K +,Blue,36,3,2,3,18214.0,1998,16216.0,0.829,1344.0,21,1.1,0.11,Middle-aged,Existing Customer,1
53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,16393.0,1423,14970.0,1.642,1461.0,42,0.75,0.087,Middle-aged,Existing Customer,1
68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900,538.3,0.743,760.0,21,0.615,0.626,Older,Attrited Customer,0
59,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,7871.0,1687,6184.0,1.242,1428.0,22,1.444,0.214,Older,Existing Customer,1
48,M,4,Unknown,Married,$80K - $120K,Blue,36,5,3,0,5288.0,866,4422.0,0.869,1777.0,42,0.75,0.164,Middle-aged,Existing Customer,1
44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,11376.0,2006,9370.0,0.619,1302.0,27,0.8,0.176,Middle-aged,Existing Customer,1
48,M,3,College,Married,$80K - $120K,Blue,41,4,5,3,12302.0,1632,10670.0,1.509,1483.0,41,0.519,0.133,Middle-aged,Existing Customer,1
47,M,4,Graduate,Married,$60K - $80K,Silver,33,3,2,1,23836.25,1679,32837.0,0.623,1060.0,27,0.5,0.049,Middle-aged,Existing Customer,1
47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,23836.25,1468,33048.0,0.505,1330.0,32,0.684,0.043,Middle-aged,Existing Customer,1
43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514.0,1580,8934.0,0.504,1229.0,27,0.8,0.15,Middle-aged,Existing Customer,1
55,F,2,Graduate,Married,Less than $40K,Blue,43,2,4,3,1438.3,0,1438.3,0.707,886.0,27,0.421,0.0,Middle-aged,Attrited Customer,0
59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,1438.3,0,1438.3,0.688,844.0,24,0.5,0.0,Older,Attrited Customer,0
63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619.0,1779,840.0,1.259,1450.0,37,0.947,0.679,Older,Existing Customer,1
58,M,2,College,Married,$120K +,Blue,53,2,3,0,23836.25,2395,22012.0,1.071,2311.0,48,0.714,0.098,Older,Existing Customer,1
53,F,2,High School,Married,Less than $40K,Blue,36,4,1,2,2377.0,1649,728.0,0.93,1378.0,26,1.167,0.694,Middle-aged,Existing Customer,1
59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,2,3,23836.25,1359,33157.0,1.327,1033.0,26,1.364,0.039,Older,Existing Customer,1
52,M,3,Graduate,Married,$120K +,Blue,47,5,3,3,11086.0,2207,8879.0,0.869,1523.0,40,1.105,0.199,Middle-aged,Existing Customer,1
48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432.0,2517,8915.0,0.615,1374.0,37,0.762,0.22,Middle-aged,Existing Customer,1
43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258.0,1721,11537.0,0.908,1080.0,21,1.333,0.13,Middle-aged,Existing Customer,1
48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571.0,1955,616.0,0.531,1234.0,24,0.714,0.76,Middle-aged,Existing Customer,1
43,F,4,Graduate,Single,Less than $40K,Blue,31,5,2,0,5781.0,1168,4613.0,0.638,1600.0,32,0.455,0.202,Middle-aged,Existing Customer,1
44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,1,2,7872.0,2509,5363.0,0.971,1155.0,32,0.882,0.319,Middle-aged,Existing Customer,1
41,M,3,High School,Married,$80K - $120K,Blue,35,6,1,2,23836.25,1202,33314.0,0.603,1353.0,33,0.737,0.035,Middle-aged,Existing Customer,1
44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127.0,1835,9292.0,2.368,1546.0,25,1.273,0.165,Middle-aged,Existing Customer,1
50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857.0,1603,254.0,0.579,1590.0,43,1.263,0.863,Middle-aged,Existing Customer,1
60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913.0,1272,641.0,1.008,1448.0,22,1.0,0.665,Older,Existing Customer,1
44,M,4,Graduate,Single,$80K - $120K,Blue,24,5,3,0,3839.0,2295,1544.0,0.569,1271.0,24,0.714,0.598,Middle-aged,Existing Customer,1
48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,2115.0,1141,974.0,0.616,1223.0,20,0.538,0.539,Middle-aged,Existing Customer,1
44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,679,759.3,0.859,1117.0,29,1.071,0.472,Middle-aged,Existing Customer,1
41,M,2,High School,Single,$80K - $120K,Blue,28,4,3,0,23836.25,1789,25967.0,0.75,994.0,24,0.846,0.064,Middle-aged,Existing Customer,1
45,M,3,College,Single,$60K - $80K,Blue,32,4,1,2,1438.3,0,1438.3,0.81,1468.0,26,0.625,0.0,Middle-aged,Existing Customer,1
47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878.0,2222,11656.0,0.853,1658.0,38,0.357,0.16,Middle-aged,Existing Customer,1
51,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,3106.0,1304,1802.0,0.604,1368.0,38,0.407,0.42,Middle-aged,Existing Customer,1
51,M,2,Graduate,Married,$120K +,Blue,44,4,3,3,23836.25,1666,32850.0,0.613,1218.0,18,0.8,0.048,Middle-aged,Existing Customer,1
60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,4,3,1438.3,1025,413.3,0.838,702.0,12,0.714,0.713,Older,Attrited Customer,0
57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871.0,1740,17131.0,1.727,1516.0,21,2.0,0.092,Older,Existing Customer,1
41,M,5,Graduate,Single,$120K +,Blue,29,5,2,2,5207.0,1748,3459.0,1.073,1310.0,26,1.0,0.336,Middle-aged,Existing Customer,1
44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2,2,17965.0,1644,16321.0,0.921,1767.0,50,0.923,0.092,Middle-aged,Existing Customer,1
43,M,1,College,Single,$60K - $80K,Blue,37,6,3,3,2733.0,1819,914.0,0.767,933.0,25,0.923,0.666,Middle-aged,Existing Customer,1
55,M,2,College,Married,$60K - $80K,Blue,48,4,3,2,8863.0,1301,7562.0,1.207,1512.0,27,1.455,0.147,Middle-aged,Existing Customer,1
52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1857.0,1833,24.0,0.723,829.0,17,0.7,0.987,Middle-aged,Attrited Customer,0
44,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,3,3,23836.25,0,34516.0,0.483,1120.0,27,0.35,0.0,Middle-aged,Existing Customer,1
41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,11107.0,1222,9885.0,0.538,1506.0,33,0.941,0.11,Middle-aged,Existing Customer,1
44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,1,2,21573.0,1585,19988.0,0.621,1384.0,36,2.273,0.073,Middle-aged,Existing Customer,1
53,F,2,Unknown,Married,Less than $40K,Blue,33,2,3,3,2859.0,2517,342.0,0.993,817.0,30,0.667,0.88,Middle-aged,Attrited Customer,0
39,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269.0,1475,3794.0,1.148,2094.0,25,0.667,0.28,Middle-aged,Existing Customer,1
49,M,5,College,Married,$40K - $60K,Blue,45,2,2,3,1438.3,0,1438.3,0.734,815.0,21,0.615,0.0,Middle-aged,Attrited Customer,0
45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,3387.0,0,3387.0,0.789,510.0,24,0.6,0.0,Middle-aged,Attrited Customer,0
54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1982.0,1289,693.0,0.939,1377.0,49,0.69,0.65,Middle-aged,Existing Customer,1
49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,2,4645.0,1650,2995.0,0.912,1193.0,33,0.65,0.355,Middle-aged,Existing Customer,1
46,F,3,Doctorate,Single,Unknown,Blue,36,6,3,2,2189.0,1666,523.0,0.343,1287.0,36,0.636,0.761,Middle-aged,Existing Customer,1
46,M,4,High School,Married,$120K +,Blue,30,3,3,3,2442.0,0,2442.0,0.98,701.0,19,0.727,0.0,Middle-aged,Attrited Customer,0
47,M,3,Graduate,Married,$60K - $80K,Blue,38,4,1,2,21304.0,1532,19772.0,1.018,1770.0,25,0.923,0.072,Middle-aged,Existing Customer,1
44,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,1,2,7577.0,2480,5097.0,0.435,1409.0,35,0.167,0.327,Middle-aged,Existing Customer,1
50,M,3,Post-Graduate,Single,$120K +,Blue,31,4,1,2,3234.0,1486,1748.0,0.868,1354.0,28,0.647,0.459,Middle-aged,Existing Customer,1
73,M,0,High School,Married,$40K - $60K,Blue,36,5,3,2,4469.0,1125,3344.0,1.363,1765.0,34,1.615,0.252,Older,Existing Customer,1
56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3,4,2910.0,709,2201.0,0.538,1192.0,27,0.588,0.244,Older,Existing Customer,1
59,M,0,High School,Single,$40K - $60K,Blue,48,2,4,3,3616.0,1054,2562.0,0.616,687.0,17,0.545,0.291,Older,Attrited Customer,0
70,M,0,High School,Married,Less than $40K,Blue,56,3,2,3,3252.0,1495,1757.0,0.581,1227.0,15,0.875,0.46,Older,Existing Customer,1
55,F,2,High School,Married,Less than $40K,Blue,36,4,3,3,2358.0,1152,1206.0,0.969,1737.0,26,1.6,0.489,Middle-aged,Existing Customer,1
43,M,4,Unknown,Single,$60K - $80K,Blue,36,4,1,0,22322.0,953,21369.0,0.769,1348.0,34,1.125,0.043,Middle-aged,Existing Customer,1
45,M,1,Uneducated,Single,$120K +,Blue,39,4,2,2,3133.0,1510,1623.0,0.609,1435.0,38,0.462,0.482,Middle-aged,Existing Customer,1
45,F,2,Uneducated,Single,$40K - $60K,Blue,35,2,3,0,3540.0,849,2691.0,0.456,1321.0,28,0.75,0.24,Middle-aged,Existing Customer,1
40,M,1,Graduate,Married,$40K - $60K,Blue,23,6,3,2,6990.0,1378,5612.0,0.73,1479.0,29,0.611,0.197,Middle-aged,Existing Customer,1
36,M,2,College,Unknown,$80K - $120K,Blue,22,2,2,3,23836.25,1652,32864.0,0.854,1283.0,39,1.294,0.048,Middle-aged,Existing Customer,1
59,F,0,Post-Graduate,Married,$40K - $60K,Blue,40,1,4,1,1438.3,0,1438.3,1.038,689.0,23,0.353,0.0,Older,Attrited Customer,0
43,M,4,Unknown,Married,$60K - $80K,Blue,35,6,3,2,23836.25,1171,23225.0,0.655,965.0,17,1.125,0.048,Middle-aged,Existing Customer,1
46,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,2,2474.0,2143,331.0,1.53,1541.0,40,1.0,0.866,Middle-aged,Existing Customer,1
41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,5214.0,795,4419.0,0.707,1258.0,23,1.3,0.152,Middle-aged,Existing Customer,1
51,F,2,Graduate,Married,Less than $40K,Blue,46,5,2,2,5207.0,1650,3557.0,0.708,1339.0,20,0.538,0.317,Middle-aged,Existing Customer,1
51,F,3,Unknown,Unknown,Less than $40K,Blue,25,2,2,2,9512.0,1082,8430.0,0.701,1007.0,22,1.444,0.114,Middle-aged,Existing Customer,1
43,F,4,Graduate,Divorced,Unknown,Blue,23,6,3,2,3187.0,2430,757.0,0.617,1387.0,33,1.357,0.762,Middle-aged,Existing Customer,1
64,F,0,High School,Married,$40K - $60K,Blue,53,1,3,3,3353.0,0,3353.0,1.021,960.0,18,0.385,0.0,Older,Attrited Customer,0
54,M,5,Graduate,Married,$60K - $80K,Blue,38,3,3,3,2290.0,1434,856.0,0.923,1119.0,18,3.5,0.626,Middle-aged,Existing Customer,1
48,M,3,Unknown,Single,$40K - $60K,Blue,43,6,1,3,5279.0,1115,4164.0,0.549,1642.0,41,0.519,0.211,Middle-aged,Existing Customer,1
40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,3,0,23603.0,0,23603.0,0.795,1382.0,31,1.067,0.0,Middle-aged,Existing Customer,1
57,M,0,Uneducated,Married,$40K - $60K,Blue,45,6,2,2,2601.0,0,2601.0,0.814,1232.0,32,0.684,0.0,Older,Existing Customer,1
45,M,4,Graduate,Single,$80K - $120K,Blue,40,4,3,0,6363.0,1029,5334.0,0.838,1542.0,16,1.286,0.162,Middle-aged,Existing Customer,1
41,M,3,High School,Single,$80K - $120K,Blue,36,4,3,3,8029.0,1576,6453.0,0.826,1094.0,32,0.524,0.196,Middle-aged,Existing Customer,1
42,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2410.0,1769,641.0,0.759,1217.0,30,1.143,0.734,Middle-aged,Existing Customer,1
45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,1,2,3401.0,0,3401.0,0.898,744.0,18,1.0,0.0,Middle-aged,Attrited Customer,0
42,F,4,Uneducated,Married,Less than $40K,Blue,23,4,2,0,2260.0,1007,1253.0,0.84,1614.0,33,0.737,0.446,Middle-aged,Existing Customer,1
47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2,2,17682.0,2481,15201.0,1.302,1747.0,31,1.214,0.14,Middle-aged,Existing Customer,1
48,F,4,High School,Married,$40K - $60K,Blue,42,3,1,3,4206.0,1100,3106.0,0.587,1144.0,22,1.0,0.262,Middle-aged,Existing Customer,1
43,M,1,Graduate,Single,$80K - $120K,Silver,37,4,3,2,23836.25,1440,33076.0,1.117,1575.0,34,2.4,0.042,Middle-aged,Existing Customer,1
41,M,4,High School,Unknown,$80K - $120K,Blue,36,4,3,0,23018.0,2168,20850.0,0.859,1463.0,24,1.667,0.094,Middle-aged,Existing Customer,1
54,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,2,3,5556.0,1711,3845.0,1.434,1706.0,21,1.625,0.308,Middle-aged,Existing Customer,1
54,F,2,High School,Married,Unknown,Blue,44,3,3,1,6094.0,0,6094.0,1.129,909.0,14,0.273,0.0,Middle-aged,Attrited Customer,0
61,M,0,Graduate,Married,$40K - $60K,Blue,52,3,1,2,2939.0,1999,940.0,2.145,2434.0,33,1.538,0.68,Older,Existing Customer,1
61,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,1,0,5362.0,1274,4088.0,1.015,1876.0,41,0.783,0.238,Older,Existing Customer,1
48,M,2,High School,Married,$120K +,Blue,36,3,3,3,23836.25,0,27126.0,0.953,1000.0,25,0.786,0.0,Middle-aged,Attrited Customer,0
45,F,4,Graduate,Single,Less than $40K,Blue,36,6,3,2,3342.0,2517,825.0,0.771,1139.0,30,0.765,0.753,Middle-aged,Existing Customer,1
54,F,4,Graduate,Married,Unknown,Blue,40,6,2,2,2532.0,2221,311.0,0.491,799.0,21,0.235,0.877,Middle-aged,Attrited Customer,0
54,F,3,Doctorate,Married,Unknown,Blue,46,2,2,3,1900.0,1376,524.0,0.89,1881.0,45,0.607,0.724,Middle-aged,Existing Customer,1
44,M,3,Graduate,Single,$60K - $80K,Blue,37,2,3,2,14546.0,1703,12843.0,0.955,1273.0,27,0.588,0.117,Middle-aged,Existing Customer,1
50,F,4,Doctorate,Single,Unknown,Blue,36,2,3,2,2521.0,1608,913.0,0.587,1328.0,33,0.571,0.638,Middle-aged,Existing Customer,1
55,M,2,Doctorate,Married,$60K - $80K,Blue,36,3,4,3,16427.0,1682,14745.0,0.631,1579.0,36,1.118,0.102,Middle-aged,Existing Customer,1
48,M,2,Graduate,Unknown,$40K - $60K,Blue,36,5,1,2,13068.0,1718,11350.0,0.607,937.0,28,0.556,0.131,Middle-aged,Existing Customer,1
45,M,2,College,Single,$60K - $80K,Blue,33,6,3,0,23218.0,1814,21404.0,1.178,1749.0,37,2.083,0.078,Middle-aged,Existing Customer,1
60,M,0,High School,Married,$40K - $60K,Blue,36,5,1,3,3281.0,837,2444.0,1.859,1424.0,29,1.417,0.255,Older,Existing Customer,1
55,M,2,High School,Married,$40K - $60K,Blue,47,5,3,2,3096.0,2217,879.0,0.799,2011.0,41,0.783,0.716,Middle-aged,Existing Customer,1
62,F,0,High School,Married,$40K - $60K,Blue,52,5,2,3,2052.0,1250,802.0,0.728,1208.0,31,0.632,0.609,Older,Existing Customer,1
38,F,1,High School,Unknown,Less than $40K,Blue,30,2,3,0,1438.3,583,855.3,0.888,1259.0,24,1.0,0.405,Middle-aged,Existing Customer,1
46,M,3,High School,Single,$40K - $60K,Blue,39,2,3,2,9432.0,1418,8014.0,0.612,1319.0,26,0.368,0.15,Middle-aged,Existing Customer,1
50,M,0,High School,Single,$120K +,Silver,45,5,2,3,14938.0,2303,12635.0,0.804,949.0,27,2.0,0.154,Middle-aged,Existing Customer,1
45,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,2221.0,1343,878.0,0.869,1338.0,30,1.308,0.605,Middle-aged,Existing Customer,1
47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3,0,5731.0,1577,4154.0,0.657,1554.0,26,0.444,0.275,Middle-aged,Existing Customer,1
48,M,4,College,Married,$60K - $80K,Gold,33,2,2,3,23836.25,2061,32455.0,0.722,1350.0,32,0.455,0.06,Middle-aged,Existing Customer,1
35,M,3,Uneducated,Married,$60K - $80K,Blue,22,5,2,2,6985.0,1130,5855.0,0.963,1694.0,44,0.76,0.162,Young,Existing Customer,1
51,M,2,Graduate,Married,$120K +,Blue,42,3,3,0,23836.25,1707,22514.0,0.816,1678.0,40,0.538,0.07,Middle-aged,Existing Customer,1
36,F,3,High School,Married,Unknown,Blue,24,4,1,1,15439.0,0,15439.0,0.742,2069.0,43,0.536,0.0,Middle-aged,Existing Customer,1
47,M,4,Graduate,Single,$80K - $120K,Blue,36,6,3,2,21637.0,2030,19607.0,0.776,1222.0,23,0.438,0.094,Middle-aged,Existing Customer,1
52,M,2,Graduate,Single,$120K +,Blue,37,2,3,2,14543.0,0,14543.0,0.788,1536.0,37,0.423,0.0,Middle-aged,Existing Customer,1
43,F,4,Uneducated,Married,Less than $40K,Blue,36,2,1,1,9684.0,2475,7209.0,0.697,1400.0,31,2.1,0.256,Middle-aged,Existing Customer,1
63,M,2,High School,Married,$40K - $60K,Blue,36,2,2,2,5007.0,930,4077.0,0.885,1050.0,28,1.154,0.186,Older,Existing Customer,1
61,M,0,Graduate,Married,$60K - $80K,Blue,54,3,2,0,1616.0,1047,569.0,0.984,1389.0,33,1.2,0.648,Older,Existing Customer,1
53,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,2,19116.0,0,19116.0,0.656,1184.0,29,0.611,0.0,Middle-aged,Existing Customer,1
53,F,3,Graduate,Married,Less than $40K,Blue,47,5,6,2,2759.0,2223,536.0,1.32,2093.0,42,1.0,0.806,Middle-aged,Existing Customer,1
57,M,3,Graduate,Married,$120K +,Blue,38,2,3,3,8249.0,1381,6868.0,0.798,678.0,11,0.833,0.167,Older,Attrited Customer,0
38,F,2,Graduate,Single,Unknown,Blue,31,2,3,2,14041.0,2154,11887.0,1.084,1467.0,29,1.417,0.153,Middle-aged,Existing Customer,1
53,M,3,High School,Married,$60K - $80K,Blue,43,5,3,2,5264.0,2169,3095.0,0.374,1219.0,27,0.5,0.412,Middle-aged,Existing Customer,1
63,F,0,Unknown,Married,Less than $40K,Blue,54,4,2,1,2420.0,1912,508.0,1.256,1730.0,36,0.565,0.79,Older,Existing Customer,1
49,F,4,High School,Married,Less than $40K,Blue,43,4,2,0,2826.0,2070,756.0,0.541,1025.0,28,0.647,0.732,Middle-aged,Existing Customer,1
45,M,2,High School,Married,$80K - $120K,Blue,34,5,5,2,12518.0,1539,10979.0,0.645,1165.0,33,0.833,0.123,Middle-aged,Existing Customer,1
67,M,0,Graduate,Married,$40K - $60K,Blue,56,4,2,1,5876.0,1297,4579.0,1.012,2133.0,55,0.719,0.221,Older,Existing Customer,1
48,M,3,Graduate,Single,$80K - $120K,Silver,37,3,2,3,23836.25,0,34516.0,0.448,1122.0,13,0.182,0.0,Middle-aged,Existing Customer,1
51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,1,2,9648.0,1926,7722.0,0.549,1083.0,22,1.75,0.2,Middle-aged,Existing Customer,1
52,M,2,High School,Single,$80K - $120K,Silver,40,3,3,3,23836.25,2177,32339.0,1.32,1234.0,23,1.875,0.063,Middle-aged,Existing Customer,1
55,F,2,Uneducated,Married,Unknown,Blue,35,3,3,0,3025.0,2376,649.0,1.252,1277.0,23,1.875,0.785,Middle-aged,Existing Customer,1
34,M,3,High School,Married,$60K - $80K,Blue,26,4,3,3,3265.0,2517,748.0,0.952,1843.0,35,0.944,0.771,Young,Existing Customer,1
56,M,1,Uneducated,Married,$120K +,Blue,36,3,2,2,6041.0,1355,4686.0,0.685,1747.0,49,0.581,0.224,Older,Existing Customer,1
44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,3,2,2293.0,1823,470.0,0.617,1166.0,22,1.444,0.795,Middle-aged,Existing Customer,1
47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,6,2,2,13399.0,2505,10894.0,0.627,1326.0,31,0.824,0.187,Middle-aged,Existing Customer,1
46,F,3,Unknown,Married,Less than $40K,Blue,38,4,3,3,4317.0,2517,1800.0,0.944,1619.0,36,1.0,0.583,Middle-aged,Existing Customer,1
43,F,3,Graduate,Single,$40K - $60K,Blue,29,5,2,0,3378.0,1069,2309.0,0.581,1285.0,16,0.333,0.316,Middle-aged,Existing Customer,1
50,F,1,Graduate,Single,Less than $40K,Blue,36,4,1,3,5012.0,2242,2770.0,0.816,1142.0,28,1.0,0.447,Middle-aged,Existing Customer,1
38,F,4,Uneducated,Single,Less than $40K,Blue,30,4,1,0,2569.0,1605,964.0,0.574,1190.0,46,0.643,0.625,Middle-aged,Existing Customer,1
53,F,1,Graduate,Single,Less than $40K,Blue,45,3,1,2,3471.0,1785,1686.0,1.051,1052.0,24,0.714,0.514,Middle-aged,Existing Customer,1
43,M,5,Graduate,Divorced,$120K +,Silver,31,5,3,3,23836.25,1699,32817.0,0.771,1628.0,38,0.727,0.049,Middle-aged,Existing Customer,1
53,M,1,High School,Married,$120K +,Blue,36,6,3,2,3312.0,1844,1468.0,0.986,1740.0,32,0.882,0.557,Middle-aged,Existing Customer,1
56,F,1,Graduate,Married,Less than $40K,Blue,38,4,3,3,2578.0,2462,116.0,1.707,1378.0,29,0.812,0.955,Older,Existing Customer,1
54,M,2,Unknown,Married,$40K - $60K,Blue,44,4,3,2,2902.0,2517,385.0,0.821,996.0,26,0.444,0.867,Middle-aged,Attrited Customer,0
57,F,3,High School,Married,Less than $40K,Blue,39,3,2,1,2742.0,2321,421.0,1.315,1389.0,32,0.6,0.846,Older,Existing Customer,1
62,M,1,High School,Married,Less than $40K,Blue,53,5,3,3,2077.0,1571,506.0,1.031,1365.0,38,1.0,0.756,Older,Existing Customer,1
46,F,4,Graduate,Single,Less than $40K,Blue,40,5,1,2,6265.0,1942,4323.0,1.027,1715.0,43,0.87,0.31,Middle-aged,Existing Customer,1
